Location,Sample Name,Date,Ammonia_mgl_Q,Ammonia_mgl,N_mgl_Q,Nitrate_mgl,Perchlorate_ugl_Q,Perchlorate_ugl
MW-1,MW-1,6/16/2004,2.8,2.8,150,150,14400,14400
MW-1,MW-1,1/11/2005,2.5,2.5,0.23,0.23,<5.0  ,5
MW-1,MW-1,11/10/2005,3,3,0.033 B ,0.033,<10.0  ,10
MW-1,MW-1,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-1,MW-1,6/20/2007,2.9,2.9,1.8,1.8,1040,1040
MW-1,MW-1,10/18/2007,3,3,65,65,11300,11300
MW-1,MW-1,2/6/2008,< NS ,  ,< NS ,  ,< NS ,  
MW-1,MW-1,4/8/2008,< NS ,  ,< NS ,  ,< NS ,  
MW-1R,MW-1R,6/18/2008,0.13 JB ,0.13,27 B ,27,9940,9940
MW-1R,MW-1R,10/9/2008,5.5,5.5,3.1,3.1,1640,1640
MW-1R,MW-1R,2/13/2009,<0.20  ,0.2,5.5,5.5,3400,3400
MW-1R,MW-1R,6/17/2009,<0.20  ,0.2,9.9,9.9,6870,6870
MW-1R,MW-1R,12/17/2009,8,8,4.7,4.7,1730,1730
MW-1R,MW-1R,6/17/2010,3.4,3.4,27,27,7180,7180
MW-1R,MW-1R,12/8/2010,0.85,0.85,47,47,15600,15600
MW-1R,MW-1R,6/15/2011,0.82,0.82,54,54,16400,16400
MW-1R,MW-1R,12/9/2011,0.44,0.44,47,47,12800,12800
MW-1R,MW-1R,6/14/2012,3.1,3.1,22,22,7540,7540
MW-1R,MW-1R,12/7/2012,7.4,7.4,4.4,4.4,2100,2100
MW-1R,MW-1R,6/14/2013,0.46,0.46,59,59,20000,20000
MW-1R,MW-1R,12/13/2013,8,8,2.4,2.4,1900,1900
MW-1R,MW-1R,6/20/2014,0.55,0.55,50,50,20000,20000
MW-1R,MW-1R,12/4/2014,0.12,0.12,44.4,44.4,29000,29000
MW-1R,MW-1R,6/5/2015,0.27,0.27,67.9,67.9,16000,16000
MW-1R,MW-1R-12102015,12/10/2015,<0.050  ,0.05,59.9 J ,59.9,17000,17000
MW-1R,MW-1R-06092016,6/9/2016,0.41 J ,0.41,81.1,81.1,27000,27000
MW-1R,MW1R-12152016-1226,12/15/2016,0.042 J ,0.042,45.7 J ,45.7,12000,12000
MW-1R,MW-1R-12152017,12/15/2017,0.029 J ,0.029,73.9,73.9,13000 J ,13000
MW-1R2,MW-1R2-121020,12/10/2020,130,130,1080,1080,202000,202000
MW-1R2,MW-1R2-120921,12/9/2021,7.2,7.2,4.10 J ,4.1,3040,3040
MW-1R2,MW-1R2-120822,12/8/2022,--,,--,,44200,44200
MW-1R2,MW-IR2-120822,12/8/2022,4.5,4.5,235,235,--,
MW-1R2,MW-1R2-12082023,12/8/2023,160 J- ,160,362,362,55400,55400
MW-1R2,MW-1R2-12042024,12/4/2024,26.1,26.1,807,807,120000,120000
MW-2,MW-2,6/16/2004,0.66,0.66,1.5,1.5,248,248
MW-2,MW-2,1/11/2005,0.14 B ,0.14,1.3,1.3,111,111
MW-2,MW-2,11/8/2005,<0.20  ,0.2,3.9,3.9,429,429
MW-2,MW-2,6/14/2006,0.18 B ,0.18,2,2,<10.0  ,10
MW-2,MW-2,6/14/2007,<0.20  ,0.2,2.9,2.9,208,208
MW-2,MW-2,10/12/2007,<0.20  ,0.2,3.3,3.3,186,186
MW-2,MW-2,2/6/2008,<0.20  ,0.2,3.1,3.1,194,194
MW-2,MW-2,6/12/2008,0.051 J ,0.051,2.2 B ,2.2,101,101
MW-2,MW-2,6/18/2008,0.24 B ,0.24,2.2 B ,2.2,140,140
MW-2,MW-2,10/8/2008,<0.20  ,0.2,3.2,3.2,237,237
MW-2,MW-2,2/11/2009,<0.20  ,0.2,2.5,2.5,116,116
MW-2,MW-2,6/17/2009,<0.20  ,0.2,2.3,2.3,110,110
MW-3,MW-3,6/15/2004,4.8,4.8,0.61,0.61,<5.0  ,5
MW-3,MW-3,1/10/2005,2.3,2.3,1.3,1.3,<1.0  ,1
MW-3,MW-3,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-3,MW-3,6/15/2007,0.092 J ,0.092,3.2,3.2,<4  ,4
MW-3,MW-3,10/12/2007,0.16,0.16,1.9,1.9,<20.0  ,20
MW-4,MW-4,6/16/2004,0.69,0.69,790,790,150000,150000
MW-4,MW-4,1/11/2005,1.8,1.8,1500,1500,120000,120000
MW-4,MW-4,11/9/2005,3.5,3.5,510,510,114000,114000
MW-4,MW-4,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-4,MW-4,6/20/2007,1.7,1.7,1500,1500,123000,123000
MW-4,MW-4,10/19/2007,2.4,2.4,3200,3200,170000,170000
MW-4,MW-4,2/7/2008,3.5,3.5,2200,2200,168000,168000
MW-4,MW-4,6/19/2008,0.11 JB ,0.11,1100 B ,1100,148000,148000
MW-4,MW-4,10/9/2008,3.1,3.1,1700,1700,165000,165000
MW-4,MW-4,2/13/2009,<0.20  ,0.2,1900,1900,144000,144000
MW-4,MW-4,6/18/2009,<0.20  ,0.2,2100,2100,161000,161000
MW-4,MW-4,12/15/2009,6.7,6.7,1900,1900,150000,150000
MW-4,MW-4,6/17/2010,8.8,8.8,2200,2200,158000,158000
MW-4,MW-4,12/8/2010,9.8,9.8,1600,1600,163000,163000
MW-4,MW-4,6/17/2011,9.7,9.7,1600,1600,164000,164000
MW-4,MW-4,12/9/2011,13,13,1600,1600,127000,127000
MW-4,MW-4,6/14/2012,13,13,1700,1700,132000,132000
MW-4,MW-4,12/7/2012,13,13,1600,1600,130000,130000
MW-4,MW-4,6/14/2013,14,14,1600,1600,170000,170000
MW-4,MW-4,12/13/2013,17,17,1300,1300,150000,150000
MW-4,MW-4,6/20/2014,16,16,1400,1400,260000,260000
MW-4,MW-4,12/4/2014,7,7,1810,1810,120000,120000
MW-4,MW-4,6/5/2015,4.6,4.6,1510,1510,120000,120000
MW-4,MW-4-12102015,12/10/2015,4,4,1530 J ,1530,120000,120000
MW-4,MW-4-06092016,6/9/2016,8.9,8.9,1480,1480,150000,150000
MW-4,MW4-12152016-1409,12/15/2016,8.3,8.3,1230,1230,130000,130000
MW-4,MW-4-06082017,6/8/2017,8,8,1130,1130,120000,120000
MW-4,MW-4-12152017,12/15/2017,4.6,4.6,1290,1290,93000 J ,93000
MW-4,MW-4-12072018,12/7/2018,25,25,1050,1050,100000 J ,100000
MW-4,MW-4-12132019,12/13/2019,7.7,7.7,990,990,110000,110000
MW-4,MW-4-121020,12/10/2020,12 J ,12,981,981,81000,81000
MW-4,MW-4-120921,12/9/2021,9.2,9.2,887,887,116000,116000
MW-4,MW-4-120822,12/8/2022,3.9,3.9,871,871,70500,70500
MW-4,MW-4-12082023,12/8/2023,17.6 J ,17.6,899,899,66700,66700
MW-4,MW-4-12042024,12/4/2024,6.26,6.26,991,991,73000,73000
MW-5,MW-5,6/15/2004,0.29,0.29,0.95,0.95,<2.0  ,2
MW-5,MW-5,1/10/2005,0.27,0.27,0.71,0.71,<1.0  ,1
MW-5,MW-5,11/8/2005,<0.20  ,0.2,0.8,0.8,<2.0  ,2
MW-5,MW-5,6/14/2006,<2.0  ,2,0.93,0.93,<2.0  ,2
MW-5,MW-5,6/14/2007,<0.20  ,0.2,1,1,<4.0  ,4
MW-5,MW-5,10/10/2007,<0.20  ,0.2,1.4,1.4,<4.0  ,4
MW-5,MW-5,2/5/2008,0.17 J ,0.17,0.65 J ,0.65,<4.0  ,4
MW-5,MW-5,6/11/2008,<0.20  ,0.2,0.94 B ,0.94,<4.0  ,4
MW-5,MW-5,10/7/2008,<0.20  ,0.2,1.1,1.1,<8.0  ,8
MW-5,MW-5,2/11/2009,<0.20  ,0.2,0.41,0.41,<8.0  ,8
MW-5,MW-5,6/16/2009,<0.20  ,0.2,0.76,0.76,<4.0  ,4
MW-5,MW-5,12/15/2009,<0.20  ,0.2,0.92,0.92,<4.0  ,4
MW-5,MW-5,6/16/2010,<0.20  ,0.2,1.3,1.3,<4.0  ,4
MW-5,MW-5,12/7/2010,<0.20  ,0.2,1.2,1.2,<8.0  ,8
MW-5,MW-5,6/14/2011,<0.20  ,0.2,0.64,0.64,<4.0  ,4
MW-5,MW-5,12/8/2011,<0.20  ,0.2,0.68,0.68,<4.0  ,4
MW-5,MW-5,6/12/2012,<0.20  ,0.2,0.26,0.26,<4.0  ,4
MW-5,MW-5,12/5/2012,0.4,0.4,<0.20  ,0.2,<40  ,40
MW-5,MW-5,6/12/2013,<0.10  ,0.1,0.15,0.15,<0.50  ,0.5
MW-5,MW-5,12/11/2013,<0.10  ,0.1,0.34,0.34,<0.50  ,0.5
MW-5,MW-5,6/17/2014,0.46,0.46,<0.10  ,0.1,<0.50  ,0.5
MW-5,MW-5,12/2/2014,0.4,0.4,0.122,0.122,<0.20  ,0.2
MW-5,MW-5,6/4/2015,0.19,0.19,0.129,0.129,0.47,0.47
MW-5,MW-5 re-sampled,8/13/2015,0.15,0.15,<0.03  ,0.03,<0.20  ,0.2
MW-5,MW-5-12092015,12/9/2015,0.046 J ,0.046,0.369,0.369,<0.06  ,0.06
MW-5,MW-5-06072016,6/7/2016,0.20 J ,0.2,0.317,0.317,<40  ,40
MW-5,MW5-12142016-0915,12/14/2016,0.085,0.085,0.22,0.22,<0.20  ,0.2
MW-5,MW-5-06072017,6/7/2017,0.65,0.65,<0.100  ,0.1,<0.20  ,0.2
MW-5,MW-5-12142017,12/14/2017,0.09,0.09,0.88,0.88,<0.20  ,0.2
MW-5,MW-5-12062018,12/6/2018,0.09,0.09,0.63,0.63,<0.20  ,0.2
MW-5,MW-5-12112019,12/11/2019,0.077,0.077,<0.100  ,0.1,<0.20  ,0.2
MW-5D,MW-5D,10/11/2007,0.4,0.4,1,1,<4.0  ,4
MW-5D,MW-5D,2/5/2008,<0.20  ,0.2,0.58 J ,0.58,<4.0  ,4
MW-5D,MW-5D,6/12/2008,<0.20  ,0.2,0.23 B ,0.23,<4.0  ,4
MW-5D,MW-5D,10/7/2008,<0.20  ,0.2,11,11,<4.0  ,4
MW-5D,MW-5D,2/11/2009,<0.20  ,0.2,0.26,0.26,<8.0  ,8
MW-5D,MW-5D,6/16/2009,<0.20  ,0.2,0.51,0.51,<4.0  ,4
MW-5D,MW-5D,11/11/2013,< ABANDONED ,,< ABANDONED ,,< ABANDONED ,
MW-05R,MW-5R-120920,12/9/2020,0.054,0.054,0.274,0.274,<0.500  ,0.5
MW-05R,MW-5R-120821,12/8/2021,0.026 J ,0.026,0.678,0.678,<0.100  ,0.1
MW-05R,MW-5R-120722,12/7/2022,0.092,0.092,7.29,7.29,0.123,0.123
MW-05R,MW-5R-12062023,12/6/2023,<0.200  ,0.2,8.48,8.48,0.0658 J ,0.0658
MW-05R,MW-5R-12032024,12/3/2024,0.115 J ,0.115,0.454,0.454,0.55,0.55
MW-5S,MW-5S,10/11/2007,<0.20  ,0.2,8.5,8.5,<4.0  ,4
MW-5S,MW-5S,2/5/2008,<0.20  ,0.2,12,12,<4.0  ,4
MW-5S,MW-5S,6/12/2008,<0.20  ,0.2,9.6,9.6,<4.0  ,4
MW-5S,MW-5S,10/7/2008,<0.20  ,0.2,11,11,<8.0  ,8
MW-5S,MW-5S,2/11/2009,<0.20  ,0.2,11,11,<8.0  ,8
MW-5S,MW-5S,6/16/2009,<0.20  ,0.2,9.7,9.7,<8.0  ,8
MW-5S,MW-5S,11/11/2013,< ABANDONED ,,< ABANDONED ,,< ABANDONED ,
MW-6,MW-6,6/15/2004,0.33,0.33,1,1,231,231
MW-6,MW-6,1/10/2005,0.27,0.27,8.4,8.4,1330,1330
MW-6,MW-6,11/8/2005,0.13 B ,0.13,7.8,7.8,766,766
MW-6,MW-6,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-6,MW-6,6/14/2007,<0.20  ,0.2,22,22,4750,4750
MW-6,MW-6,10/18/2007,<0.20  ,0.2,20,20,2640,2640
MW-6,MW-6,2/6/2008,<0.20  ,0.2,20,20,2240,2240
MW-6,MW-6,6/12/2008,0.071 J ,0.071,19,19,2770,2770
MW-6,MW-6,10/8/2008,<0.20  ,0.2,20,20,676,676
MW-6,MW-6,2/11/2009,0.27,0.27,20,20,2170,2170
MW-6,MW-6,6/16/2009,<0.20  ,0.2,19,19,1760,1760
MW-6,MW-6,12/15/2009,<0.20  ,0.2,21,21,3540,3540
MW-6,MW-6,6/16/2010,<0.20  ,0.2,23,23,1120,1120
MW-6,MW-6,12/8/2010,<0.20  ,0.2,19,19,613,613
MW-6,MW-6,6/15/2011,<0.20  ,0.2,18,18,1120,1120
MW-6,MW-6,12/8/2011,<0.20  ,0.2,18,18,2400,2400
MW-6,MW-6,6/13/2012,<0.20  ,0.2,20,20,972,972
MW-6,MW-6,12/6/2012,<0.20  ,0.2,23,23,1200,1200
MW-6,MW-6,12/13/2013,<0.10  ,0.1,16,16,4200,4200
MW-6,MW-6,6/20/2014,<0.25  ,0.25,17,17,1500,1500
MW-6,MW-6,12/4/2014,0.12,0.12,20.9,20.9,880,880
MW-6,MW-6,6/5/2015,0.035 J ,0.035,20.8,20.8,1500,1500
MW-6,MW-6-12102015,12/10/2015,0.036 J ,0.036,19.2,19.2,850,850
MW-6,MW-6-06082016,6/8/2016,0.15,0.15,18.4,18.4,1600,1600
MW-6,MW6-12152016-1013,12/15/2016,0.049 J ,0.049,18.1,18.1,1200,1200
MW-6,MW-6-06082017,6/8/2017,0.071,0.071,18.5,18.5,1600,1600
MW-6,MW-6-12142017,12/14/2017,0.058,0.058,18.1,18.1,800 J ,800
MW-6,MW-6-12062018,12/6/2018,0.034 J ,0.034,18.3,18.3,840 J ,840
MW-6,MW-6-12132019,12/13/2019,0.081,0.081,17.8,17.8,1200,1200
MW-6,MW-6-120920,12/9/2020,<0.050  ,0.05,17.9,17.9,510,510
MW-6,MW-6-120921,12/9/2021,0.033 J ,0.033,17.1,17.1,708,708
MW-6,MW-6-120722,12/7/2022,0.075,0.075,12.3,12.3,438,438
MW-6,MW-6-12082023,12/8/2023,<0.200 J ,0.2,<0.500  ,0.5,354,354
MW-6,MW-6-12032024,12/3/2024,<0.200  ,0.2,7.65,7.65,280,280
MW-7,MW-7,6/16/2004,1.2,1.2,0.43,0.43,<2.0  ,2
MW-7,MW-7,1/11/2005,1.4,1.4,<0.10  ,0.1,<1.0  ,1
MW-7,MW-7,12/6/2005,1.2,1.2,0.034 B ,0.034,8.8,8.8
MW-7,MW-7,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-7,MW-7,6/14/2007,0.48,0.48,0.78,0.78,12.4,12.4
MW-7,MW-7,10/18/2007,0.68,0.68,1.3,1.3,25.5,25.5
MW-7,MW-7,2/6/2008,0.77,0.77,0.84 J ,0.84,14.5,14.5
MW-7,MW-7,6/12/2008,0.72,0.72,0.47 B ,0.47,10,10
MW-7,MW-7,10/8/2008,<0.20  ,0.2,1.5,1.5,23.5,23.5
MW-7,MW-7,2/12/2009,<0.20  ,0.2,0.27,0.27,<8.0  ,8
MW-7,MW-7,6/17/2009,<0.20  ,0.2,0.92,0.92,21.8,21.8
MW-8,MW-8,6/16/2004,0.21,0.21,28,28,4300,4300
MW-8,MW-8,1/11/2005,0.26,0.26,13,13,3690,3690
MW-8,MW-8,11/8/2005,<0.20  ,0.2,21,21,2600,2600
MW-8,MW-8,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-8,MW-8,6/19/2007,0.22,0.22,23,23,2560,2560
MW-8,MW-8,10/18/2007,<0.20  ,0.2,38,38,2800,2800
MW-8,MW-8,2/6/2008,<0.20  ,0.2,14,14,2910,2910
MW-8,MW-8,6/18/2008,0.28 B ,0.28,12 B ,12,2490,2490
MW-8,MW-8,10/8/2008,<0.20  ,0.2,11,11,2690,2690
MW-8,MW-8,2/11/2009,<0.20  ,0.2,6.7,6.7,1790,1790
MW-8,MW-8,6/17/2009,<0.20  ,0.2,5.3,5.3,1730,1730
MW-8,MW-8,12/15/2009,<0.20  ,0.2,6,6,1610,1610
MW-8,MW-8,6/16/2010,<0.20  ,0.2,6.3,6.3,1860,1860
MW-8,MW-8,12/8/2010,<0.20  ,0.2,5.9,5.9,1710,1710
MW-8,MW-8,6/16/2011,<0.20  ,0.2,5.5,5.5,1720,1720
MW-8,MW-8,12/8/2011,<0.20  ,0.2,7.2,7.2,1850,1850
MW-8,MW-8,6/13/2012,<0.20  ,0.2,5.3,5.3,1820,1820
MW-8,MW-8,12/6/2012,<0.20  ,0.2,23,23,1500,1500
MW-8,MW-8,6/14/2013,<0.10  ,0.1,3.1,3.1,1200,1200
MW-8,MW-8,12/13/2013,<0.10  ,0.1,3.9,3.9,1300,1300
MW-8,MW-8,6/20/2014,<0.25  ,0.25,2.4,2.4,730,730
MW-8,MW-8,12/4/2014,0.07,0.07,3.18,3.18,520,520
MW-8,MW-8,6/5/2015,0.12,0.12,1.94,1.94,360,360
MW-8,MW-8-12102015,12/10/2015,0.033 J ,0.033,2.53,2.53,470,470
MW-8,MW-8-06082016,6/8/2016,0.1,0.1,3.29,3.29,550,550
MW-8,MW8-12152016-1043,12/15/2016,0.035 J ,0.035,2.21,2.21,540,540
MW-8,MW-8-06082017,6/8/2017,0.15,0.15,<0.100  ,0.1,370,370
MW-8,MW-8-12142017,12/14/2017,0.067,0.067,16.8,16.8,970 J ,970
MW-8,MW-8-12062018,12/6/2018,<0.050  ,0.05,3.99,3.99,440,440
MW-8,MW-8-12132019,12/13/2019,<0.050  ,0.05,3.05,3.05,360,360
MW-8,MW-8-120920,12/9/2020,0.099,0.099,9.6,9.6,312,312
MW-8,MW-8-120921,12/9/2021,0.026 J ,0.026,14.2,14.2,701,701
MW-8,MW-8-120722,12/7/2022,0.08,0.08,120,120,755,755
MW-8,MW-8-12082023,12/8/2023,<0.200 J ,0.2,249,249,1020,1020
MW-8,MW-8-12042024,12/4/2024,<0.200  ,0.2,53,53,300,300
MW-9,MW-9,6/16/2004,7.8,7.8,390,390,61200,61200
MW-9,MW-9,1/11/2005,11,11,650,650,41400,41400
MW-9,MW-9,11/10/2005,9,9,340,340,46700,46700
MW-9,MW-9,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-9,MW-9,6/19/2007,10,10,340,340,49800,49800
MW-9,MW-9,10/18/2007,30,30,140,140,2840,2840
MW-9,MW-9,2/7/2008,11,11,390,390,52800,52800
MW-9,MW-9,6/18/2008,0.11 JB ,0.11,340 B ,340,51500,51500
MW-9,MW-9,10/8/2008,7.4,7.4,360,360,47800,47800
MW-9,MW-9,2/13/2009,<0.20  ,0.2,450,450,40300,40300
MW-9,MW-9,6/17/2009,<0.20  ,0.2,340,340,55800,55800
MW-9,MW-9,11/11/2013,< ABANDONED ,,< ABANDONED ,,< ABANDONED ,
MW-10,MW-10,6/16/2004,18,18,900,900,34600,34600
MW-10,MW-10,1/11/2005,170,170,2600,2600,176000,176000
MW-10,MW-10,11/9/2005,0.47,0.47,830,830,31600,31600
MW-10,MW-10,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-10,MW-10,6/20/2007,0.39,0.39,890,890,28400,28400
MW-10,MW-10,10/19/2007,180,180,5900,5900,204000,204000
MW-10,MW-10,2/7/2008,10,10,2100,2100,65600,65600
MW-10,MW-10,6/18/2008,0.15 JB ,0.15,1200 B ,1200,35800,35800
MW-10,MW-10,10/9/2008,2.3,2.3,1300,1300,44500,44500
MW-10,MW-10,2/13/2009,<0.20  ,0.2,3400,3400,152000,152000
MW-10,MW-10,6/17/2009,<0.20  ,0.2,1700,1700,52800,52800
MW-10,MW-10,12/16/2009,5.5,5.5,2100,2100,63200,63200
MW-10,MW-10,6/17/2010,7.4,7.4,660,660,30600,30600
MW-10,MW-10,12/8/2010,3.8,3.8,1300,1300,57800,57800
MW-10,MW-10,6/16/2011,7.8,7.8,1300,1300,11200,11200
MW-10,MW-10,12/9/2011,4.6,4.6,1600,1600,57700,57700
MW-10,MW-10,6/14/2012,4.5,4.5,2000,2000,62900,62900
MW-10,MW-10,12/7/2012,210,210,3400,3400,190000,190000
MW-10,MW-10,6/14/2013,16,16,2100,2100,100000,100000
MW-10,MW-10,12/12/2013,310,310,4000,4000,230000,230000
MW-10,MW-10,6/20/2014,160,160,1900,1900,140000,140000
MW-10,MW-10,12/4/2014,5.9,5.9,3060,3060,90000,90000
MW-10,MW-10,6/5/2015,5.2,5.2,2490,2490,89000,89000
MW-10,MW-10-12102015,12/10/2015,3.4,3.4,2640 J ,2640,100000,100000
MW-10,MW-10-06092016,6/9/2016,7.4,7.4,2360,2360,62000,62000
MW-10,MW10-12152016-1340,12/15/2016,0.096,0.096,279 J ,279,15000,15000
MW-10,MW-10-06082017,6/8/2017,0.41,0.41,51,51,2400,2400
MW-10,MW-10-12152017,12/15/2017,0.033 J ,0.033,2140,2140,68000 J ,68000
MW-10,MW-10-12072018,12/7/2018,37,37,1780,1780,77000,77000
MW-10,MW-10-12132019,12/13/2019,0.031 J ,0.031,349,349,16000,16000
MW-10D,MW-10D,10/19/2007,75,75,3100,3100,108000,108000
MW-10D,MW-10D,2/7/2008,55,55,3300,3300,110000,110000
MW-10D,MW-10D,6/18/2008,0.16 JB ,0.16,3000 B ,3000,106000,106000
MW-10D,MW-10D,10/9/2008,60,60,2500,2500,94000,94000
MW-10D,MW-10D,2/13/2009,<0.20  ,0.2,2700,2700,100000,100000
MW-10D,MW-10D,6/17/2009,0.22,0.22,2800,2800,126000,126000
MW-10D,MW-10D,11/11/2013,< ABANDONED ,,< ABANDONED ,,< ABANDONED ,
MW-10R,MW-10R-121020,12/10/2020,160,160,3620,3620,224000,224000
MW-10R,MW-10R-120921,12/9/2021,130,130,3050,3050,336000,336000
MW-10R,MW-10R-120822,12/8/2022,0.031 J ,0.031,3410,3410,178000,178000
MW-10R,MW-10R-12082023,12/8/2023,296 J- ,296,990 J- ,990,61500,61500
MW-10R,MW-10R-12042024,12/4/2024,24.7,24.7,2670,2670,100000,100000
MW-10S,MW-10S,10/19/2007,84,84,4300,4300,81600,81600
MW-10S,MW-10S,2/7/2008,190,190,4700,4700,114000,114000
MW-10S,MW-10S,6/18/2008,0.23 B ,0.23,2900 B ,2900,84700,84700
MW-10S,MW-10S,10/9/2008,280,280,3000,3000,84400,84400
MW-10S,MW-10S,2/13/2009,1.4,1.4,4000,4000,114000,114000
MW-10S,MW-10S,6/17/2009,0.32,0.32,3700,3700,120000,120000
MW-10S,MW-10S,11/11/2013,< ABANDONED ,,< ABANDONED ,,< ABANDONED ,
MW-11,MW-11,6/16/2004,25,25,47,47,6460,6460
MW-11,MW-11,1/11/2005,2.7,2.7,10,10,4360,4360
MW-11,MW-11,11/10/2005,43,43,79,79,14500,14500
MW-11,MW-11,6/14/2006,29,29,35,35,11600,11600
MW-11,MW-11,6/19/2007,21,21,16,16,4900,4900
MW-11,MW-11,10/19/2007,59,59,99,99,30600,30600
MW-11,MW-11,2/6/2008,16,16,13,13,3800,3800
MW-11,MW-11,6/19/2008,0.083 JB ,0.083,5.7 B ,5.7,1490,1490
MW-11,MW-11,10/8/2008,18,18,11,11,2990,2990
MW-11,MW-11,2/11/2009,<0.20  ,0.2,4.6,4.6,1140,1140
MW-11,MW-11,6/17/2009,<0.20  ,0.2,5.5,5.5,1410,1410
MW-12,MW-12,6/16/2004,<0.20  ,0.2,26,26,268,268
MW-12,MW-12,1/11/2005,<0.20  ,0.2,31,31,313,313
MW-12,MW-12,11/10/2005,<0.20  ,0.2,37,37,160,160
MW-12,MW-12,6/13/2006,<0.20  ,0.2,84,84,585,585
MW-12,MW-12,6/20/2007,0.15 J ,0.15,58,58,517,517
MW-12,MW-12,10/12/2007,<0.20  ,0.2,62,62,654,654
MW-12,MW-12,2/6/2008,<0.20  ,0.2,55,55,581,581
MW-12,MW-12,6/18/2008,0.15 JB ,0.15,40 B ,40,433,433
MW-12,MW-12,10/9/2008,<0.20  ,0.2,42,42,347,347
MW-12,MW-12,2/11/2009,<0.20  ,0.2,40,40,348,348
MW-12,MW-12,6/17/2009,<0.20  ,0.2,13,13,139,139
MW-12,MW-12,12/15/2009,<0.20  ,0.2,29,29,302,302
MW-12,MW-12,6/16/2010,<0.20  ,0.2,6.5,6.5,57,57
MW-12,MW-12,12/8/2010,<0.20  ,0.2,12,12,500,500
MW-12,MW-12,6/14/2011,0.23,0.23,19,19,241,241
MW-12,MW-12,12/9/2011,<0.20  ,0.2,50,50,1220,1220
MW-12,MW-12,6/13/2012,<0.20  ,0.2,48,48,814,814
MW-12,MW-12,12/6/2012,<0.20  ,0.2,69,69,2300,2300
MW-12,MW-12,6/13/2013,<0.10  ,0.1,1.5,1.5,490,490
MW-12,MW-12,12/13/2013,<0.10  ,0.1,40,40,1000,1000
MW-12,MW-12,6/20/2014,<0.25  ,0.25,31,31,610,610
MW-12,MW-12,12/4/2014,0.053,0.053,41.2,41.2,780,780
MW-12,MW-12,6/5/2015,0.037 J ,0.037,32,32,340,340
MW-12,MW-12-12102015,12/10/2015,0.034 J ,0.034,52.2 J ,52.2,2200,2200
MW-12,MW-12-06082016,6/8/2016,0.099,0.099,15.9,15.9,410,410
MW-12,MW12-12152016-1107,12/15/2016,0.039 J ,0.039,30.8,30.8,1100,1100
MW-12,MW-12-06082017,6/8/2017,0.1,0.1,15.8,15.8,410 J ,410
MW-12,MW-12-12142017,12/14/2017,0.07,0.07,306 J ,306,6300 J ,6300
MW-12,MW-12-12062018,12/6/2018,<0.050  ,0.05,29.8,29.8,1200,1200
MW-12,MW-12-12132019,12/13/2019,<0.050  ,0.05,11.6,11.6,340,340
MW-12,MW-12-121020,12/10/2020,<0.050  ,0.05,498,498,23400,23400
MW-12,MW-12-120921,12/9/2021,0.026 J ,0.026,664,664,43800,43800
MW-12,MW-12-120722,12/7/2022,0.081,0.081,999,999,46900,46900
MW-12,MW-12-12082023,12/8/2023,<0.200 J ,0.2,1080 J- ,1080,53100,53100
MW-12,MW-12-12042024,12/4/2024,<0.200  ,0.2,862,862,41000,41000
MW-13,MW-13,6/16/2004,4.7,4.7,110,110,23600,23600
MW-13,MW-13,1/11/2005,1.8,1.8,290,290,71000,71000
MW-13,MW-13,11/9/2005,1.8,1.8,240,240,55000,55000
MW-13,MW-13,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-13,MW-13,6/19/2007,3.2,3.2,290,290,79300,79300
MW-13,MW-13,10/12/2007,3.3,3.3,290,290,77100,77100
MW-13,MW-13,2/7/2008,6.4,6.4,340,340,77300,77300
MW-13,MW-13,6/12/2008,4.2,4.2,790,790,85900,85900
MW-13,MW-13,10/8/2008,4,4,200,200,46100,46100
MW-13,MW-13,2/12/2009,0.23,0.23,380,380,72300,72300
MW-13,MW-13,6/17/2009,<0.20  ,0.2,430,430,93100,93100
MW-14,MW-14,6/16/2004,0.49,0.49,2.3,2.3,20,20
MW-14,MW-14,1/11/2005,<0.20  ,0.2,1.2,1.2,<1.0  ,1
MW-14,MW-14,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-14,MW-14,6/14/2007,3.7,3.7,<0.10  ,0.1,<20  ,20
MW-14,MW-14,10/11/2007,2.5,2.5,<1.0  ,1,<12.0  ,12
MW-15,MW-15,6/29/2005,0.87,0.87,3.8,3.8,<10.0  ,10
MW-15,MW-15,11/10/2005,0.16 B ,0.16,64,64,<10.0  ,10
MW-15,MW-15,6/13/2006,< NS ,  ,< NS ,  ,< NS ,  
MW-15,MW-15,6/19/2007,0.11 J ,0.11,100,100,<20  ,20
MW-15,MW-15,10/11/2007,0.079 J ,0.079,100,100,<20.0  ,20
MW-16,MW-16,6/29/2005,0.22,0.22,33,33,<10.0  ,10
MW-16,MW-16,11/10/2005,<0.20  ,0.2,14,14,<5.0  ,5
